Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.accelerometer,1524421969160,64710527434890,0.23942018,2.5378537,9.528923
android.sensor.accelerometer,1524421969180,64710547456765,0.21068975,2.4899697,9.509769
android.sensor.accelerometer,1524421969200,64710567447390,0.15322891,2.4899697,9.519346
android.sensor.accelerometer,1524421969220,64710587438015,0.1436521,2.4708161,9.643845
android.sensor.accelerometer,1524421969240,64710607459890,0.1436521,2.4708161,9.662998
android.sensor.accelerometer,1524421969260,64710627488015,0.15322891,2.4995465,9.749189
android.sensor.accelerometer,1524421969280,64710647442703,0.15322891,2.4708161,9.643845
android.sensor.accelerometer,1524421969300,64710667433328,0.17238252,2.480393,9.672575
android.sensor.accelerometer,1524421969320,64710687455203,0.15322891,2.4708161,9.672575
android.sensor.accelerometer,1524421969340,64710707445828,0.08619126,2.4612393,9.615114
android.sensor.accelerometer,1524421969360,64710727436453,0.10534488,2.4612393,9.557653
android.sensor.accelerometer,1524421969380,64710747459890,0.1340753,2.4995465,9.576807
android.sensor.accelerometer,1524421969400,64710767450515,0.17238252,2.5187001,9.595961
android.sensor.accelerometer,1524421969420,64710787441140,0.16280572,2.5187001,9.586384
android.sensor.accelerometer,1524421969440,64710807431765,0.17238252,2.5187001,9.615114
android.sensor.accelerometer,1524421969460,64710827455203,0.15322891,2.4995465,9.662998
android.sensor.accelerometer,1524421969480,64710847445828,0.095768064,2.4516625,9.672575
android.sensor.accelerometer,1524421969500,64710867436453,0.05746084,2.432509,9.662998
android.sensor.accelerometer,1524421969520,64710887458328,0.08619126,2.4516625,9.615114
android.sensor.accelerometer,1524421969540,64710907448953,0.1436521,2.4708161,9.615114
android.sensor.accelerometer,1524421969560,64710927439578,0.1340753,2.4995465,9.576807
android.sensor.accelerometer,1524421969580,64710947463015,0.20111294,2.4995465,9.634268
android.sensor.accelerometer,1524421969600,64710967453640,0.18195933,2.480393,9.615114
android.sensor.accelerometer,1524421969620,64710987444265,0.11492168,2.480393,9.528923
android.sensor.accelerometer,1524421969640,64711007434890,0.15322891,2.4516625,9.490616
android.sensor.accelerometer,1524421969660,64711027456765,0.16280572,2.480393,9.548077
android.sensor.accelerometer,1524421969680,64711047448953,0.16280572,2.4708161,9.615114
android.sensor.accelerometer,1524421969700,64711067439578,0.1340753,2.4612393,9.615114
android.sensor.accelerometer,1524421969720,64711087461453,0.19153613,2.5091233,9.576807
android.sensor.accelerometer,1524421969740,64711107452078,0.18195933,2.480393,9.653421
android.sensor.accelerometer,1524421969760,64711127442703,0.12449849,2.4899697,9.634268
android.sensor.accelerometer,1524421969780,64711147434890,0.10534488,2.4899697,9.634268
android.sensor.accelerometer,1524421969800,64711167456765,0.15322891,2.5378537,9.615114
android.sensor.accelerometer,1524421969820,64711187447390,0.1436521,2.480393,9.720459
android.sensor.accelerometer,1524421969840,64711207438015,0.02873042,2.4516625,9.739613
android.sensor.accelerometer,1524421969860,64711227459890,0.05746084,2.4516625,9.605537
android.sensor.accelerometer,1524421969880,64711247452078,0.11492168,2.480393,9.356541
android.sensor.accelerometer,1524421969900,64711267441140,0.08619126,2.4516625,9.433155
android.sensor.accelerometer,1524421969920,64711287433328,0.02873042,2.480393,9.730036
android.sensor.accelerometer,1524421969940,64711307455203,0.038307227,2.4133554,9.80665
android.sensor.accelerometer,1524421969960,64711327445828,0.047884032,2.4133554,9.701305
android.sensor.accelerometer,1524421969980,64711347438015,0.12449849,2.4612393,9.691729
android.sensor.accelerometer,1524421970000,64711367458328,0.16280572,2.4420857,9.730036
android.sensor.accelerometer,1524421970020,64711387450515,0.095768064,2.4133554,9.662998
android.sensor.accelerometer,1524421970040,64711407441140,0.05746084,2.4133554,9.595961
android.sensor.accelerometer,1524421970060,64711427431765,0.1340753,2.4516625,9.490616
android.sensor.accelerometer,1524421970080,64711447455203,0.1340753,2.480393,9.471462
android.sensor.accelerometer,1524421970100,64711467445828,0.15322891,2.4995465,9.500193
android.sensor.accelerometer,1524421970120,64711487436453,0.18195933,2.480393,9.557653
android.sensor.accelerometer,1524421970140,64711507458328,0.18195933,2.5091233,9.528923
android.sensor.accelerometer,1524421970160,64711527448953,0.15322891,2.5091233,9.595961
android.sensor.accelerometer,1524421970180,64711547441140,0.08619126,2.432509,9.624691
android.sensor.accelerometer,1524421970200,64711567463015,0.02873042,2.4133554,9.672575
android.sensor.accelerometer,1524421970220,64711587453640,0.009576807,2.3942018,9.682152
android.sensor.accelerometer,1524421970240,64711607444265,0.05746084,2.4420857,9.691729
android.sensor.accelerometer,1524421970261,64711628256765,0.095768064,2.4708161,9.634268
android.sensor.accelerometer,1524421970280,64711647458328,0.11492168,2.4995465,9.634268
android.sensor.accelerometer,1524421970300,64711667448953,0.11492168,2.480393,9.691729
android.sensor.accelerometer,1524421970320,64711687439578,0.095768064,2.4612393,9.672575
android.sensor.accelerometer,1524421970340,64711707461453,0.095768064,2.4708161,9.701305
android.sensor.accelerometer,1524421970360,64711727452078,0.08619126,2.4420857,9.662998
android.sensor.accelerometer,1524421970380,64711747442703,0.08619126,2.4708161,9.615114
android.sensor.accelerometer,1524421970400,64711767434890,0.1436521,2.4899697,9.595961
android.sensor.accelerometer,1524421970420,64711787456765,0.1436521,2.4899697,9.634268
android.sensor.accelerometer,1524421970440,64711807447390,0.1340753,2.4899697,9.557653
android.sensor.accelerometer,1524421970460,64711827438015,0.11492168,2.4516625,9.548077
android.sensor.accelerometer,1524421970480,64711847461453,0.08619126,2.4516625,9.5385
android.sensor.accelerometer,1524421970500,64711867452078,0.076614454,2.4229321,9.615114
android.sensor.accelerometer,1524421970520,64711887442703,0.05746084,2.4133554,9.653421
android.sensor.accelerometer,1524421970540,64711907433328,0.076614454,2.432509,9.5385
android.sensor.accelerometer,1524421970560,64711927455203,0.076614454,2.3942018,9.519346
android.sensor.accelerometer,1524421970580,64711947445828,0.009576807,2.3942018,9.5385
android.sensor.accelerometer,1524421970600,64711967438015,0.038307227,2.4037786,9.691729
android.sensor.accelerometer,1524421970620,64711987459890,0.047884032,2.432509,9.643845
android.sensor.accelerometer,1524421970640,64712007450515,-0.009576807,2.3750482,9.56723
android.sensor.accelerometer,1524421970660,64712027441140,0.038307227,2.4229321,9.672575
android.sensor.accelerometer,1524421970680,64712047433328,0.11492168,2.4708161,9.77792
android.sensor.accelerometer,1524421970700,64712067455203,0.12449849,2.4995465,9.739613
android.sensor.accelerometer,1524421970720,64712087445828,0.1340753,2.480393,9.701305
